OBJECTID,FNODE_,TNODE_,LPOLY_,RPOLY_,LENGTH,CITYST_,CITYST_ID,FNODE_1,TNODE_1,LPOLY_1,RPOLY_1,CITYST2_,CITYST2_ID,LTYPE,GDT_ID2,GDT_,RECNUM,L_F_ADD,L_T_ADD,R_F_ADD,R_T_ADD,PREFIX,NAME,TYPE,SUFFIX,CFCC,TRACT90_L,TRACT90_R,BLOCK90_L,BLOCK90_R,L_F_IADD,L_T_IADD,R_F_IADD,R_T_IADD,FIPMCD90_L,FIPMCD90_R,FIPPLC90_L,FIPPLC90_R,FULLNAME,PAVE2,ST_FLAG,LINECODE,BLKSTREET,BG_L,BG_R,CTBNABG_L,CTBNABG_R,CITYST_I_1,BLK,Department,ProjectYear,ProjectType,Status,GlobalID,CreationDate,Creator,EditDate,Editor,StartDate,EndDate
3138,1960,2017,1081,1157,286.759,3138,2821,1961,2018,0,0,2821,17167,1,12573694,22703,12573694,601,699,600,698,S,CLINTON,ST, ,A40,0031,0031,246,245,0,0,0,0,73000,73000,73000,73000,S CLINTON ST,0,1,15,  600 S CLINTON ST,2,2,00312,00312,2821,600,Other,2021,Transportation: S Clinton St from W Jefferson to Taylor,Planned,86cab2d1-c93d-4c1f-83f7-de550dd837bb,2020/03/05 04:00:16.555+00,samedelstein,2021/04/02 01:05:01.549+00,jbailey_syr,,
3159,1902,2030,1113,1114,1356.14,3159,2551,1903,2031,0,0,2551,17247,1,12573380,22055,12573380,201,299,200,298, ,COLERIDGE,AVE, ,A40,0037,0028,901,109,0,0,0,0,73000,73000,73000,73000,COLERIDGE AV,0,1,15,  200 COLERIDGE AV,9,1,00379,00281,2551,200,StreetRepair,2021,Road Recon: Coleridge from Burnet Park to Wilbur,Planned,9a1bdf6a-a0bb-452f-869c-868bf31382a1,2020/03/05 04:00:16.555+00,samedelstein,2021/04/13 16:30:16.392+00,jbailey_syr,,
3181,2037,2044,1038,1196,340.05,3181,3444,2038,2045,0,0,3444,17352,1,12578908,19697,12578908,3301,3399,3300,3398,E,GENESEE,ST, ,A21,0046,0046,712,315,0,0,0,0,73000,73000,73000,73000,E GENESEE ST,0,1,15, 3300 E GENESEE ST,7,3,00467,00463,3444,3300,StreetRepair,2021,Road Recon: E Genesee St from Hillsboro Pkwy to City Line,Planned,188227cf-5cb0-4315-a17c-e1416f9ee548,2020/03/05 04:00:16.555+00,samedelstein,2021/04/02 13:41:43.548+00,jbailey_syr,,
3183,2044,2046,1200,1196,88.0902,3183,289,2045,2047,0,0,289,17366,1,12578910,19704,12578910,3401,3409,3400,3408,E,GENESEE,ST, ,A21,0046,0046,313,315,0,0,0,0,73000,73000,73000,73000,E GENESEE ST,0,1,15, 3400 E GENESEE ST,3,3,00463,00463,289,3400,StreetRepair,2021,Road Recon: E Genesee St from Hillsboro Pkwy to City Line,Planned,b0fed1b7-db5d-4b9f-be22-6aae721921f4,2020/03/05 04:00:16.555+00,samedelstein,2021/04/02 13:41:57.487+00,jbailey_syr,,
3212,1969,2067,1164,1163,577.252,3212,2997,1970,2068,0,0,2997,17429,1,12577656,22618,12577656,601,699,600,698, ,MONTGOMERY,ST, ,A40,0032,0031,310,314,0,0,0,0,73000,73000,73000,73000,MONTGOMERY ST,0,1,15,  600 MONTGOMERY ST,3,3,00323,00313,2997,600,Water,2021,Montgomery from Harrison to Adams,Planned,7586ff4b-cec4-49b5-9440-b116aef0f6b2,2020/03/05 04:00:16.555+00,samedelstein,2021/04/02 01:12:51.127+00,jbailey_syr,,
3243,2046,2082,1200,1203,408.889,3243,3384,2047,2083,0,0,3384,17456,1,12578912,19711,12578912,3411,3499,3410,3498,E,GENESEE,ST, ,A21,0046,0046,313,314,0,0,0,0,73000,73000,73000,73000,E GENESEE ST,0,1,15, 3400 E GENESEE ST,3,3,00463,00463,3384,3400,StreetRepair,2021,Road Recon: E Genesee St from Hillsboro Pkwy to City Line,Planned,fb4f704a-c44f-4dcc-a206-9353001125ad,2020/03/05 04:00:16.555+00,samedelstein,2021/04/02 13:42:07.030+00,jbailey_syr,,
3258,2017,2092,1158,1188,427.588,3258,2833,2018,2093,0,0,2833,17494,1,12573695,22702,12573695,701,799,700,798,S,CLINTON,ST, ,A40,0031,0031,247,248,0,0,0,0,73000,73000,73000,73000,S CLINTON ST,0,1,15,  700 S CLINTON ST,2,2,00312,00312,2833,700,Other,2021,Transportation: S Clinton St from W Jefferson to Taylor,Planned,3c68162f-cadf-4df2-aaca-0cf8ee8981b5,2020/03/05 04:00:16.555+00,samedelstein,2021/04/02 01:05:33.253+00,jbailey_syr,,
3267,2082,2097,1201,1227,355.635,3267,3385,2083,2098,0,0,3385,17518,1,12578917,19719,12578917,3501,3527,3500,3526,E,GENESEE,ST, ,A21,0046,0046,312,311,0,0,0,0,73000,73000,73000,73000,E GENESEE ST,0,1,15, 3500 E GENESEE ST,3,3,00463,00463,3385,3500,StreetRepair,2021,Road Recon: E Genesee St from Hillsboro Pkwy to City Line,Planned,04f3387c-a67a-4873-9560-0fb52b6fb6de,2020/03/05 04:00:16.555+00,samedelstein,2021/04/02 13:42:20.635+00,jbailey_syr,,
3290,1995,2113,1177,1179,769.556,3290,3054,1996,2114,0,0,3054,17580,1,12578179,19722,12578179,501,599,500,598, ,COLUMBUS,AVE, ,A40,0035,0035,404,403,0,0,0,0,73000,73000,73000,73000,COLUMBUS AV,0,1,15,  500 COLUMBUS AV,4,4,00354,00354,3054,500,StreetRepair,2021,Road Recon: Columbus from E Genesee to Dell,Planned,aa10a516-5740-4c44-b7bd-c0c1c70cc969,2020/03/05 04:00:16.555+00,samedelstein,2021/04/02 13:09:46.031+00,jbailey_syr,,
3325,2097,2139,1211,1227,887.998,3325,3389,2098,2140,0,0,3389,17653,1,12578924,19755,12578924,3529,3599,3528,3598,E,GENESEE,ST, ,A21,0046,0046,206,311,0,0,0,0,73000,73000,73000,73000,E GENESEE ST,0,1,15, 3500 E GENESEE ST,2,3,00462,00463,3389,3500,StreetRepair,2021,Road Recon: E Genesee St from Hillsboro Pkwy to City Line,Planned,e5a94db4-37d0-497d-8c75-8ad393b17c1a,2020/03/05 04:00:16.555+00,samedelstein,2021/04/02 13:42:31.342+00,jbailey_syr,,
3371,2139,2170,1211,1252,239.069,3371,3390,2140,2171,0,0,3390,17727,1,12579557,20194,12579557,3601,3649,3600,3648,E,GENESEE,ST, ,A21,0046,0046,206,304,0,0,0,0,73000,73000,73000,73000,E GENESEE ST,0,1,15, 3600 E GENESEE ST,2,3,00462,00463,3390,3600,StreetRepair,2021,Road Recon: E Genesee St from Hillsboro Pkwy to City Line,Planned,b9c69f60-290e-4dff-b4db-05c63314ff9c,2020/03/05 04:00:16.555+00,samedelstein,2021/04/02 13:42:42.585+00,jbailey_syr,,
3380,2170,2174,1251,1265,145.518,3380,3392,2171,2175,0,0,3392,17764,1,12579559,23580,12579559,3651,3689,3650,3688,E,GENESEE,ST, ,A21,0046,0046,206,303,0,0,0,0,73000,73000,73000,73000,E GENESEE ST,0,1,15, 3600 E GENESEE ST,2,3,00462,00463,3392,3600,StreetRepair,2021,Road Recon: E Genesee St from Hillsboro Pkwy to City Line,Planned,e414a7f3-5b98-49d2-8ad7-20a0c1e2f4bf,2020/03/05 04:00:16.555+00,samedelstein,2021/04/02 13:42:53.587+00,jbailey_syr,,
3391,2174,2181,1240,1265,187.791,3391,3400,2175,2182,0,0,3400,17797,1,12579371,19764,12579371,3691,3699,3690,3698,E,GENESEE,ST, ,A21,0046,0046,207,303,0,0,0,0,73000,73000,73000,73000,E GENESEE ST,0,1,15, 3600 E GENESEE ST,2,3,00462,00463,3400,3600,StreetRepair,2021,Road Recon: E Genesee St from Hillsboro Pkwy to City Line,Planned,b3827258-5650-4692-a8e8-fc6379a95983,2020/03/05 04:00:16.555+00,samedelstein,2021/04/02 13:43:05.794+00,jbailey_syr,,
3422,2181,2203,1240,1271,449.134,3422,3406,2182,2204,0,0,3406,17923,1,12579373,19785,12579373,3701,3799,3700,3798,E,GENESEE,ST, ,A21,0046,0046,207,301,0,0,0,0,73000,73000,73000,73000,E GENESEE ST,0,1,15, 3700 E GENESEE ST,2,3,00462,00463,3406,3700,StreetRepair,2021,Road Recon: E Genesee St from Hillsboro Pkwy to City Line,Planned,db8f261a-ab50-4549-b054-ad1e058fb23a,2020/03/05 04:00:16.555+00,samedelstein,2021/04/02 13:43:15.837+00,jbailey_syr,,
3450,2092,2222,1209,1232,790.164,3450,2835,2093,2223,0,0,2835,17933,1,12573675,22640,12573675,801,899,800,898,S,CLINTON,ST, ,A40,0041,0041,103,104,0,0,0,0,73000,73000,73000,73000,S CLINTON ST,0,1,15,  800 S CLINTON ST,1,1,00411,00411,2835,800,Other,2021,Transportation: S Clinton St from W Jefferson to Taylor,Planned,05ec4c58-4974-4b20-9cef-b23318ad22b5,2020/03/05 04:00:16.555+00,samedelstein,2021/04/02 01:05:48.734+00,jbailey_syr,,
3472,2222,2236,1279,1291,99.1402,3472,2842,2223,2237,0,0,2842,18016,1,13002505,22831,12577372,901,905,900,904,S,CLINTON,ST, ,A40,0041,0041,110,111,0,0,0,0,73000,73000,73000,73000,S CLINTON ST,0,1,15,  900 S CLINTON ST,1,1,00411,00411,2842,900,Other,2021,Transportation: S Clinton St from W Jefferson to Taylor,Planned,575e173b-22fb-40d2-95ee-b8188edb069f,2020/03/05 04:00:16.555+00,samedelstein,2021/04/02 01:06:21.995+00,jbailey_syr,,
3520,2207,2270,1283,1218,406.344,3520,3668,2208,2271,0,0,3668,18123,1,13001962,23023,12577750,751,799,750,798, ,IRVING,AVE, ,A40,0043,0043,312,302,0,0,0,0,73000,73000,73000,73000,IRVING AV,0,1,15,  700 IRVING AV,3,3,00433,00433,3668,700,StreetRepair,2021,Road Recon: Irving from Waverly to Raynor,Planned,7c94d16f-3dcb-48ad-8df0-d01822cc4158,2020/03/05 04:00:16.555+00,samedelstein,2021/04/02 13:11:38.778+00,jbailey_syr,,
3534,2203,2279,1,1271,702.836,3534,3408,2204,2280,0,0,3408,18157,1,12579379,19817,12579379,3801,3899,3800,3898,E,GENESEE,ST, ,A21,0046,0046,208,301,0,0,0,0,73000,73000,73000,73000,E GENESEE ST,0,1,15, 3800 E GENESEE ST,2,3,00462,00463,3408,3800,StreetRepair,2021,Road Recon: E Genesee St from Hillsboro Pkwy to City Line,Planned,480a99e9-452d-4f3c-b836-8bb60c492049,2020/03/05 04:00:16.555+00,samedelstein,2021/04/02 13:43:26.246+00,jbailey_syr,,
3585,2236,2308,1279,1291,444.357,3585,2843,2237,2309,0,0,2843,18241,1,12577372,22830,12577372,907,999,906,998,S,CLINTON,ST, ,A40,0041,0041,110,111,0,0,0,0,73000,73000,73000,73000,S CLINTON ST,0,1,15,  900 S CLINTON ST,1,1,00411,00411,2843,900,Other,2021,Transportation: S Clinton St from W Jefferson to Taylor,Planned,af3c5478-288f-4dda-a5b2-42d891c69a72,2020/03/05 04:00:16.555+00,samedelstein,2021/04/02 01:06:07.612+00,jbailey_syr,,
3611,2279,2325,1,1271,537.145,3611,3411,2280,2326,0,0,3411,18428,1,12579378,23355,12579378,3901,3949,3900,3948,E,GENESEE,ST, ,A21,0046,0046,209,301,0,0,0,0,73000,73000,73000,73000,E GENESEE ST,0,1,15, 3900 E GENESEE ST,2,3,00462,00463,3411,3900,StreetRepair,2021,Road Recon: E Genesee St from Hillsboro Pkwy to City Line,Planned,6bb5dfc8-9e7d-4f1a-8ba1-bb185f3dbe17,2020/03/05 04:00:16.555+00,samedelstein,2021/04/02 13:43:37.684+00,jbailey_syr,,
3653,2325,2352,1,1271,198.476,3653,3410,2326,2353,0,0,3410,18428,1,13001973,20263,12579378,3951,3999,3950,3998,E,GENESEE,ST, ,A21,0046,0046,209,301,0,0,0,0,73000,73000,73000,73000,E GENESEE ST,0,1,15, 3900 E GENESEE ST,2,3,00462,00463,3410,3900,StreetRepair,2021,Road Recon: E Genesee St from Hillsboro Pkwy to City Line,Planned,77fd24a6-17fd-4977-be44-2cffc9566f9d,2020/03/05 04:00:16.555+00,samedelstein,2021/04/02 13:43:50.613+00,jbailey_syr,,
3671,2352,2365,1,1,155.194,3671,3412,2353,2366,0,0,3412,18532,1,12579403,19855,12579403,4001,4003,4000,4002,E,GENESEE,ST, ,A21,0046,0046,209,316,0,0,0,0,73000,73000,73000,73000,E GENESEE ST,0,1,15, 4000 E GENESEE ST,2,3,00462,00463,3412,4000,StreetRepair,2021,Road Recon: E Genesee St from Hillsboro Pkwy to City Line,Planned,8e4cadc0-2999-44de-beea-a6d45fb5c510,2020/03/05 04:00:16.555+00,samedelstein,2021/04/02 13:44:13.720+00,jbailey_syr,,
3691,2270,2380,1318,1218,650.894,3691,3694,2271,2381,0,0,3694,18518,1,12577490,23021,12577490,801,899,800,898, ,IRVING,AVE, ,A40,0043,0043,213,302,0,0,0,0,73000,73000,73000,73000,IRVING AV,0,1,15,  800 IRVING AV,2,3,00432,00433,3694,800,StreetRepair,2021,Road Recon: Irving from Waverly to Raynor,Planned,2c206a8f-60aa-4285-832c-59d50df2b852,2020/03/05 04:00:16.555+00,samedelstein,2021/04/02 13:11:25.887+00,jbailey_syr,,
3755,2365,2425,1,1,996.602,3755,3413,2366,2426,0,0,3413,18746,1,12579385,22900,12579385,4005,4099,4004,4098,E,GENESEE,ST, ,A21,0046,0147,209,301,0,0,0,0,73000,20478,73000,20467,E GENESEE ST,0,1,15, 4000 E GENESEE ST,2,3,00462,01473,3413,4000,StreetRepair,2021,Road Recon: E Genesee St from Hillsboro Pkwy to City Line,Planned,e2509c01-803f-4f74-9c6f-e6fbad001d06,2020/03/05 04:00:16.555+00,samedelstein,2021/04/02 13:44:03.139+00,jbailey_syr,,
3843,2380,2481,1318,1373,648.536,3843,3693,2381,2482,0,0,3693,18897,1,12577446,19914,12577446,901,999,900,1000, ,IRVING,AVE, ,A40,0043,0043,213,305,0,0,0,0,73000,73000,73000,73000,IRVING AV,0,1,15,  900 IRVING AV,2,3,00432,00433,3693,900,StreetRepair,2021,Road Recon: Irving from Waverly to Raynor,Planned,a3284fe5-6a52-4e1a-8b2e-3967003f6382,2020/03/05 04:00:16.555+00,samedelstein,2021/04/02 13:11:16.427+00,jbailey_syr,,
3844,2482,2438,1380,1399,303.051,3844,3772,2483,2439,0,0,3772,19071,1,12578536,19924,12578536,1027,1099,1028,1098, ,MEADOWBROOK,DR, ,A40,0046,0046,601,603,0,0,0,0,73000,73000,73000,73000,MEADOWBROOK DR,0,1,15, 1000 MEADOWBROOK DR,6,6,00466,00466,3772,1000,StreetRepair,2021,Road Recon: Meadowbrook from Euclid to Dakota,Planned,03191b0d-91ed-4da2-81c8-0934bc968ee2,2020/03/05 04:00:16.555+00,samedelstein,2021/04/02 13:36:08.051+00,jbailey_syr,,
3907,2525,2482,1380,1399,339.526,3907,3829,2526,2483,0,0,3829,19071,1,12578499,19939,12578499,1001,1025,1000,1026, ,MEADOWBROOK,DR, ,A40,0046,0046,601,603,0,0,0,0,73000,73000,73000,73000,MEADOWBROOK DR,0,1,15, 1000 MEADOWBROOK DR,6,6,00466,00466,3829,1000,StreetRepair,2021,Road Recon: Meadowbrook from Euclid to Dakota,Planned,c2cc2e7e-769f-406d-8746-5b141d108bc5,2020/03/05 04:00:16.555+00,samedelstein,2021/04/02 13:35:41.921+00,jbailey_syr,,
3912,2530,2444,1399,1402,605.326,3912,3831,2531,2445,0,0,3831,19092,1,13001942,20221,12578499,0,0,0,0, ,MEADOWBROOK,DR, ,A40,0046,0046,603,603,0,0,0,0,73000,73000,73000,73000,MEADOWBROOK DR,0,1,15,    0 MEADOWBROOK DR,6,6,00466,00466,3831, ,StreetRepair,2021,Road Recon: Meadowbrook from Euclid to Dakota,Planned,35bfe5e7-bbe7-49dd-9546-b1c7b3b32a02,2020/03/05 04:00:16.555+00,samedelstein,2021/04/02 13:35:56.656+00,jbailey_syr,,
4052,2618,2620,1480,1434,236.786,4052,4456,2619,2621,0,0,4456,19450,1,12573246,21567,12573246,813,899,814,898, ,BELLEVUE,AVE, ,A40,0050,0039,102,607,0,0,0,0,73000,73000,73000,73000,BELLEVUE AV,0,1,15,  800 BELLEVUE AV,1,6,00501,00396,4456,800,StreetRepair,2021,Road Recon: Bellevue from Geddes to Summit,Planned,9f9d8e84-ef99-403b-9177-b601b7a8d149,2020/03/05 04:00:16.555+00,samedelstein,2021/04/02 14:20:57.145+00,jbailey_syr,,
4056,2620,2623,1481,1434,597.717,4056,4480,2621,2624,0,0,4480,19472,1,12573241,21568,12573241,901,999,900,998, ,BELLEVUE,AVE, ,A40,0050,0039,102,606,0,0,0,0,73000,73000,73000,73000,BELLEVUE AV,0,1,15,  900 BELLEVUE AV,1,6,00501,00396,4480,900,StreetRepair,2021,Road Recon: Bellevue from Geddes to Summit,Planned,f60ee379-c29d-4787-a6d0-0c1bff9994ed,2020/03/05 04:00:16.555+00,samedelstein,2021/04/02 14:20:48.799+00,jbailey_syr,,
4058,2623,2625,1483,1434,135.537,4058,4481,2624,2626,0,0,4481,19476,1,12573067,21571,12573067,1001,1005,1000,1004, ,BELLEVUE,AVE, ,A40,0050,0039,104,606,0,0,0,0,73000,73000,73000,73000,BELLEVUE AV,0,1,15, 1000 BELLEVUE AV,1,6,00501,00396,4481,1000,StreetRepair,2021,Road Recon: Bellevue from Geddes to Summit,Planned,67d7506c-dbb0-4ed4-8055-f3a1151433ee,2020/03/05 04:00:16.555+00,samedelstein,2021/04/02 14:20:39.017+00,jbailey_syr,,
4062,2625,2627,1483,1453,200.338,4062,4378,2626,2628,0,0,4378,19483,1,12573066,21569,12573066,1007,1027,1006,1026, ,BELLEVUE,AVE, ,A40,0050,0039,104,605,0,0,0,0,73000,73000,73000,73000,BELLEVUE AV,0,1,15, 1000 BELLEVUE AV,1,6,00501,00396,4378,1000,StreetRepair,2021,Road Recon: Bellevue from Geddes to Summit,Planned,a3e91c7f-4630-4a03-a1f3-a4624c11f303,2020/03/05 04:00:16.555+00,samedelstein,2021/04/02 14:20:31.321+00,jbailey_syr,,
4063,2628,2525,1435,1436,805.435,4063,3834,2629,2526,0,0,3834,19488,1,12578495,23361,12578495,909,999,908,998, ,MEADOWBROOK,DR, ,A40,0046,0046,512,511,0,0,0,0,73000,73000,73000,73000,MEADOWBROOK DR,0,1,15,  900 MEADOWBROOK DR,5,5,00465,00465,3834,900,StreetRepair,2021,Road Recon: Meadowbrook from Euclid to Dakota,Planned,333c4ac7-a919-4c22-99d4-cae799fdb702,2020/03/05 04:00:16.555+00,samedelstein,2021/04/02 13:35:12.388+00,jbailey_syr,,
4066,2627,2630,1484,1453,387.209,4066,4476,2628,2631,0,0,4476,19493,1,12573063,21570,12573063,1029,1099,1028,1098, ,BELLEVUE,AVE, ,A40,0050,0039,105,605,0,0,0,0,73000,73000,73000,73000,BELLEVUE AV,0,1,15, 1000 BELLEVUE AV,1,6,00501,00396,4476,1000,StreetRepair,2021,Road Recon: Bellevue from Geddes to Summit,Planned,5bd790e9-6c5d-4d57-89ac-1150cf3d8176,2020/03/05 04:00:16.555+00,samedelstein,2021/04/02 14:20:22.497+00,jbailey_syr,,
4068,2630,2632,1486,1453,170.375,4068,4474,2631,2633,0,0,4474,19498,1,12573062,21572,12573062,1101,1113,1100,1112, ,BELLEVUE,AVE, ,A40,0050,0039,109,605,0,0,0,0,73000,73000,73000,73000,BELLEVUE AV,0,1,15, 1100 BELLEVUE AV,1,6,00501,00396,4474,1100,StreetRepair,2021,Road Recon: Bellevue from Geddes to Summit,Planned,2db44fe1-557d-4dd5-a41e-cec3526903be,2020/03/05 04:00:16.555+00,samedelstein,2021/04/02 14:20:14.451+00,jbailey_syr,,
4079,2632,2639,1486,1455,377.584,4079,4473,2633,2640,0,0,4473,19506,1,12573047,21573,12573047,1115,1143,1114,1142, ,BELLEVUE,AVE, ,A40,0050,0039,109,604,0,0,0,0,73000,73000,73000,73000,BELLEVUE AV,0,1,15, 1100 BELLEVUE AV,1,6,00501,00396,4473,1100,StreetRepair,2021,Road Recon: Bellevue from Geddes to Summit,Planned,61e02f78-7477-4cec-bf3d-588fb7b3e36e,2020/03/05 04:00:16.555+00,samedelstein,2021/04/02 14:20:03.841+00,jbailey_syr,,
4082,2639,2641,1490,1455,288.564,4082,4559,2640,2642,0,0,4559,19513,1,12572975,21574,12572975,1145,1199,1144,1198, ,BELLEVUE,AVE, ,A40,0050,0039,110,604,0,0,0,0,73000,73000,73000,73000,BELLEVUE AV,0,1,15, 1100 BELLEVUE AV,1,6,00501,00396,4559,1100,StreetRepair,2021,Road Recon: Bellevue from Geddes to Summit,Planned,b60a3a18-28dd-47a3-bad9-401c05e88fa6,2020/03/05 04:00:16.555+00,samedelstein,2021/04/02 14:19:54.710+00,jbailey_syr,,
4092,2647,2530,1436,1439,927.674,4092,3833,2648,2531,0,0,3833,19565,1,13001941,23638,12578425,0,0,0,0, ,MEADOWBROOK,DR, ,A40,0046,0046,511,511,0,0,0,0,73000,73000,73000,73000,MEADOWBROOK DR,0,1,15,    0 MEADOWBROOK DR,5,5,00465,00465,3833, ,StreetRepair,2021,Road Recon: Meadowbrook from Euclid to Dakota,Planned,affc78e9-18fe-4d99-97f8-bbea73d2b6d6,2020/03/05 04:00:16.555+00,samedelstein,2021/04/02 13:35:25.902+00,jbailey_syr,,
4187,2695,2707,1484,1519,81.2205,4187,4467,2696,2708,0,0,4467,19755,1,12572986,21665,12572986,199,199,198,198, ,ROBERTS,AVE, ,A40,0050,0050,105,113,0,0,0,0,73000,73000,73000,73000,ROBERTS AV,0,1,15,  100 ROBERTS AV,1,1,00501,00501,4467,100,StreetRepair,2020,Road Reconstruction Mill & Pave - Roberts from Stolp to Bellevue,Planned,01aa1b8c-54b6-4846-83a3-5a9827f0360b,2020/03/05 04:00:16.555+00,samedelstein,2020/06/02 16:48:39.641+00,,,
4258,2694,2753,1478,1529,482.934,4258,4453,2695,2754,0,0,4453,19948,1,12573147,20979,12573147,201,299,200,298, ,SUMMIT,AVE, ,A40,0050,0050,101,103,0,0,0,0,73000,73000,73000,73000,SUMMIT AV,0,1,15,  200 SUMMIT AV,1,1,00501,00501,4453,200,StreetRepair,2021,Road Recon: Summit from Crossett to Ruskin,Planned,f0932661-bfc0-4d81-9ac4-d1a1c79e1d2a,2020/03/05 04:00:16.555+00,samedelstein,2021/04/02 14:22:09.655+00,jbailey_syr,,
